,State,County,CensusTract,Pop2010,OHU2010,PovertyRate,MedianFamilyIncome,LowIncomeTracts,LILATracts_1And10,LALOWI1_10,TractSNAP,TractHUNV,lapop1,lapop10,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractHispanic,PctHUNV,PctKids,PctSeniors,PctWhite,PctBlack,PctAsian,PctHispanic,is_food_desert
27,Alabama,Etowah County,1055000200,104430,42036,21.604275813271165,51122.433333333334,15,9,13991.447402962476,5477.0,2441.0,74257.44454667528,0.0,23986.0,16508.0,83823.0,15796.0,672.0,3447.0,5.8069273955657055,22.968495643014457,15.807718088671837,80.2671646078713,15.125921670018194,0.6434932490663603,3.3007756391841427,1
28,Alabama,Fayette County,1057020000,17241,7100,20.10105710329394,48849.0,3,0,74.13450890527749,1282.0,483.0,12383.8419199552,163.16213861418538,3837.0,3084.0,14910.0,1969.0,37.0,204.0,6.802816901408451,22.255089611971464,17.887593527057597,86.47990255785626,11.420451249927499,0.21460472130386868,1.1832260309726814,0
29,Alabama,Franklin County,1059972900,31704,12286,19.63473910042916,49578.77777777778,7,2,1818.257577431368,1989.0,567.0,21191.40785099837,893.968546841994,7867.0,4825.0,26320.0,1228.0,63.0,4710.0,4.615008953280157,24.81390360837749,15.218899823366137,83.01791572041382,3.8733282866515264,0.19871309613928842,14.856169568508706,1
30,Alabama,Geneva County,1061050100,26790,10920,22.678800820688213,51000.666666666664,3,1,1035.1631978692328,1957.0,573.0,19661.49218605513,8.29064854234457,5991.0,4674.0,23127.0,2539.0,67.0,920.0,5.247252747252747,22.362821948488243,17.4468085106383,86.32698768197088,9.477416946621874,0.2500933184023889,3.434117207913401,1
31,Alabama,Greene County,1063060000,9045,3764,39.2790164568498,30045.333333333332,3,2,2058.323194989922,1234.0,442.0,7193.2285922890205,2971.0590081515593,2194.0,1454.0,1575.0,7370.0,15.0,69.0,11.742826780021254,24.25649530127142,16.07517965726921,17.412935323383085,81.48148148148148,0.16583747927031509,0.7628524046434495,1
32,Alabama,Hale County,1065040000,15760,6273,24.663803749674617,47044.0,5,2,1099.4950221133759,1535.0,704.0,13003.82326287998,2389.264794688834,3915.0,2370.0,6266.0,9301.0,35.0,140.0,11.22270046229874,24.841370558375633,15.038071065989847,39.75888324873097,59.01649746192893,0.2220812182741117,0.8883248730964468,1
33,Alabama,Henry County,1067030100,17302,6994,14.881665795350193,53892.333333333336,0,0,1392.4828449949364,1156.0,369.0,13404.33048957061,240.9387256403875,3918.0,3044.0,11865.0,4942.0,54.0,389.0,5.275950814984273,22.644780950179168,17.593341810195355,68.57588718067275,28.563171887643048,0.31210264709282165,2.248294994798289,0
34,Alabama,Houston County,1069040100,101547,40969,21.89109849878593,53357.40909090909,9,3,4307.734556218028,5777.0,2438.0,52642.46497665374,706.9656928083716,24926.0,14675.0,71053.0,26176.0,820.0,2995.0,5.950840879689522,24.546269215240233,14.451436280737,69.97055550631727,25.777226308999772,0.8075078535062582,2.9493731966478576,1
35,Alabama,Jackson County,1071950100,53227,21513,20.869231720924873,48657.36363636364,9,3,2858.511566081429,2611.0,940.0,43181.03532699759,3045.32367065085,11985.0,8773.0,48348.0,1781.0,185.0,1339.0,4.369451029610003,22.51676780581284,16.48223645894001,90.83359948898115,3.3460461795705188,0.34756796362748227,2.515640558363237,1
36,Alabama,Jefferson County,1073000100,658466,263568,19.909600644410165,66543.57055214724,88,54,82878.73574738367,38355.0,19981.0,306894.22413367487,4441.236619005511,154528.0,86443.0,349166.0,276525.0,9158.0,25488.0,7.580965822861653,23.46787837185215,13.127936749961275,53.027187432608514,41.99533461105053,1.390808333308022,3.870814894011232,1
37,Alabama,Lamar County,1075030000,14564,6103,20.846786838149466,49775.666666666664,2,0,60.62319600919723,1052.0,426.0,11126.587891121591,89.14631214147086,3227.0,2732.0,12626.0,1643.0,4.0,180.0,6.980173685072915,22.157374347706675,18.758582806921176,86.69321614940951,11.28124141719308,0.027464982147761604,1.2359241966492722,0
38,Alabama,Lauderdale County,1077010100,92709,38680,19.372821414675574,59335.045454545456,10,4,5998.904502697585,4930.0,2698.0,57047.27950716368,827.9621136840822,19982.0,15553.0,80112.0,9257.0,685.0,2082.0,6.975180972078594,21.55346298633358,16.77614902544521,86.41232242824321,9.985006849388949,0.7388710912640628,2.24573665987121,1
39,Alabama,Lawrence County,1079979100,34339,13654,16.90628330183996,55221.88888888889,5,2,1838.5220218319414,1979.0,705.0,30682.58396215928,2213.737226464716,7964.0,4999.0,26647.0,3938.0,42.0,574.0,5.163322103412919,23.192288651387635,14.557791432482018,77.59981362299426,11.468010134249687,0.1223099100148519,1.671568770202976,1
40,Alabama,Lee County,1081040200,140247,55682,26.69905820890128,64841.25925925926,17,10,15523.96780425578,6945.0,2739.0,77363.26498481039,796.4332495311949,31591.0,12716.0,100006.0,31901.0,3658.0,4571.0,4.919004346108258,22.525259007322795,9.066860610209131,71.30705113121849,22.746297603513803,2.608255435053869,3.259249752222864,1
41,Alabama,Limestone County,1083020101,82782,31446,15.20975003115613,66622.625,8,3,5319.875433930767,3673.0,1171.0,67916.68146108159,308.718180048745,19859.0,10187.0,66506.0,10429.0,924.0,4591.0,3.7238440501176617,23.989514628784033,12.305815273851803,80.33872097799039,12.598149356140222,1.1161846778285134,5.5458916189509795,1
42,Alabama,Lowndes County,1085780800,11299,4352,29.135346007063546,40745.75,4,2,2282.850701540971,1351.0,562.0,10655.78899278278,4410.397895711238,2732.0,1655.0,2859.0,8310.0,14.0,87.0,12.913602941176471,24.179130896539515,14.64731392158598,25.303124170280554,73.54633153376405,0.12390477033365785,0.7699796442163023,1
43,Alabama,Macon County,1087231400,21452,8499,26.139002419244964,50896.25,10,7,4740.867764100072,1849.0,989.0,17710.318774743948,2201.3193596278443,4420.0,3031.0,3319.0,17729.0,76.0,232.0,11.636663136839628,20.6041394741749,14.12921872086519,15.471750885698304,82.6449748275219,0.35427932127540557,1.0814842438933432,1
44,Alabama,Madison County,1089000201,334811,134700,16.42732404946166,76157.02739726027,33,17,31281.081632317295,15387.0,7103.0,165735.27174936444,346.354763178128,79490.0,40873.0,228280.0,80376.0,8265.0,15404.0,5.273199703043801,23.741752809794182,12.207782898411343,68.18175030091605,24.00637971870697,2.4685568873185173,4.600804633061638,1
45,Alabama,Marengo County,1091972900,21027,8535,23.356819283267402,50807.833333333336,5,4,2785.4940982654507,1635.0,805.0,12838.937317283799,3950.484617666225,5191.0,3424.0,9751.0,10872.0,53.0,352.0,9.431751611013475,24.68730679602416,16.2838255576164,46.373709991915156,51.70495077757169,0.2520568792504875,1.6740381414371996,1
46,Alabama,Marion County,1093964000,30776,12651,17.2432031963143,47207.625,6,0,317.3031543674449,1809.0,568.0,23184.97237261855,933.0920136241546,6665.0,5645.0,28791.0,1184.0,54.0,632.0,4.489763655047032,21.656485573173903,18.34221471276319,93.55016896282817,3.8471536262022354,0.1754613984923317,2.053548219391734,0
47,Alabama,Marshall County,1095030100,93019,35810,21.229276380920666,54459.22222222222,11,6,9331.127766184096,5436.0,1675.0,60924.40806046725,0.0,23259.0,13862.0,81464.0,1494.0,478.0,11238.0,4.677464395420274,25.00456895902988,14.902331781679013,87.57780668465583,1.6061234801492168,0.5138735097130693,12.08140272417463,1
48,Alabama,Mobile County,1097000200,412992,158435,23.404933923282638,55133.13157894737,61,21,40125.619008798465,26542.0,10391.0,193435.67554281856,847.9117617648573,103581.0,53321.0,248647.0,142992.0,7561.0,9936.0,6.558525578312873,25.08063110181311,12.910903843173719,60.20625096854177,34.62343096234309,1.8307860684952735,2.405857740585774,1
49,Alabama,Monroe County,1099075600,23068,9214,33.94117346123721,42242.71428571428,7,3,2613.523840310793,1293.0,900.0,18265.06192873601,4295.632690024308,5841.0,3618.0,12718.0,9614.0,67.0,220.0,9.767744736270892,25.320790705739554,15.684064504941912,55.13265129183284,41.67678168891972,0.29044563898040576,0.9537020981446159,1
50,Alabama,Montgomery County,1101000100,229363,89981,22.396039879679886,60741.96923076923,38,18,24643.490006595264,17187.0,7595.0,83405.98253840412,5160.320863464867,56167.0,27421.0,90656.0,125477.0,4821.0,8314.0,8.440670808281748,24.488256606340165,11.955284854139508,39.52511957028815,54.70673125133521,2.1019083287191047,3.6248217890418246,1
51,Alabama,Morgan County,1103000100,119490,47030,16.20914437219141,61559.148148148146,6,3,9883.21956008411,6162.0,2415.0,71888.81217934798,335.610899421231,28624.0,16871.0,95404.0,14185.0,691.0,9156.0,5.135020199872422,23.955142689764834,14.119173152565068,79.84266465813039,11.871286300108794,0.5782910703824587,7.662565905096661,1
52,Alabama,Perry County,1105686800,10591,3947,40.13760819058357,29469.0,3,3,2949.2836335979086,1195.0,436.0,8814.6667247321,4186.609026577397,2553.0,1769.0,3204.0,7276.0,30.0,114.0,11.04636432733722,24.105372486073083,16.702860919648757,30.252100840336134,68.69983948635634,0.283259371164196,1.0763856104239449,1
53,Alabama,Pickens County,1107050000,19746,8012,23.99611165289676,52387.4,4,0,295.53489460964573,1214.0,731.0,14454.48162054694,819.5090196643483,4601.0,3336.0,11110.0,8211.0,36.0,313.0,9.123814278582126,23.300921705661906,16.89456092373139,56.26455991086803,41.58310543907627,0.18231540565177756,1.5851311658057328,0
54,Alabama,Pike County,1109188600,32899,13210,24.298845232458337,51037.5,5,1,3452.2845284154273,1901.0,899.0,19385.93122570751,1382.5784847338139,6682.0,4211.0,19144.0,12054.0,654.0,730.0,6.80545041635125,20.31064774005289,12.799781148363174,58.19021854767622,36.63941153226542,1.9879023678531262,2.218912428949208,1
55,Alabama,Randolph County,1111000100,22913,9164,18.24012770515313,50879.833333333336,3,2,3020.695996203637,1294.0,605.0,18782.32638345788,2939.794244793784,5473.0,3888.0,17532.0,4607.0,55.0,649.0,6.601920558707988,23.88600357875442,16.968533147121722,76.51551520970628,20.10648976563523,0.2400384061449832,2.8324531925108016,1
56,Alabama,Russell County,1113030200,52947,21229,22.562164184895757,48701.230769230766,7,2,3529.0645553514487,4359.0,2230.0,24032.153367554878,3927.5594842953296,13499.0,6720.0,28449.0,22135.0,236.0,1946.0,10.504498563286072,25.495306627382096,12.691937220239108,53.73108958014618,41.80595690029652,0.44572874761554004,3.675373486694242,1
57,Alabama,Shelby County,1117030102,195085,74072,9.506739677597722,90057.20833333333,7,1,11353.543317882688,4258.0,2305.0,126074.27950062527,353.198488027789,49962.0,20627.0,161943.0,20732.0,3726.0,11567.0,3.1118371314396804,25.610374964758954,10.573339826229592,83.01150780429045,10.627162518902017,1.9099366942614757,5.929210344208935,1
58,Alabama,St. Clair County,1115040103,83593,31624,14.294558673834226,63409.53846153846,6,0,1984.342323849585,3497.0,979.0,68879.5629782669,0.0,19826.0,10909.0,73741.0,7150.0,518.0,1716.0,3.0957500632431065,23.71729690285072,13.05013577691912,88.21432416589906,8.55334776835381,0.6196691110499684,2.0528034644049145,0
59,Alabama,Sumter County,1119011300,13763,5629,29.411264733177827,45447.25,4,1,1478.7924762894534,1495.0,667.0,8951.17637487754,2482.738613377326,3068.0,2063.0,3326.0,10316.0,33.0,86.0,11.849351572215314,22.291651529463053,14.989464506284966,24.166242824965487,74.95458838915934,0.23977330523868345,0.6248637651674781,1
60,Alabama,Talladega County,1121010101,82291,31890,20.924759267308545,50235.59090909091,13,5,6452.968498551827,5464.0,2466.0,59391.63506048946,36.6512938257074,19285.0,11591.0,53739.0,26055.0,339.0,1671.0,7.7328316086547515,23.435126563050638,14.085379932191856,65.3036176495607,31.66202865440935,0.41195270442697257,2.030598728901095,1
61,Alabama,Tallapoosa County,1123961900,41616,16985,20.686778301758856,52961.9,6,1,1359.382498477012,3312.0,1477.0,33201.63034199603,2228.182647111675,9219.0,7193.0,29087.0,11083.0,197.0,1042.0,8.695908154253754,22.152537485582467,17.284217608612074,69.8937908496732,26.63158400615148,0.4733756247597078,2.503844675124952,1
62,Alabama,Tuscaloosa County,1125010101,194656,76141,21.219239584515442,65835.9574468085,22,4,13104.522993753906,7255.0,4166.0,90384.36859371029,3265.0470809939625,41786.0,21050.0,129004.0,57611.0,2306.0,5949.0,5.47142800856306,21.466587210258094,10.81394870951833,66.272809469012,29.59631349662995,1.1846539536412954,3.0561606115403586,1
63,Alabama,Walker County,1127020100,67023,26571,19.839905222199267,54000.61111111111,15,2,2492.368060785545,4050.0,1434.0,53203.36225365666,167.13553585906104,15107.0,10894.0,61146.0,3928.0,195.0,1307.0,5.396861239697415,22.540023573996987,16.254121719409756,91.23136833624278,5.860674693761843,0.2909448995121078,1.9500768392939738,1
64,Alabama,Washington County,1129043900,17581,6758,19.66594620998102,52194.6,2,1,787.807780836882,980.0,221.0,16112.392189545972,1965.234865960598,4484.0,2590.0,11508.0,4380.0,20.0,151.0,3.2701982835158327,25.504806325009955,14.731812752403162,65.45702747284,24.913258631477163,0.11375917183322906,0.8588817473408793,1
65,Alabama,Wilcox County,1131034700,11670,4484,34.76042345961228,36813.0,4,3,2763.80447467103,931.0,612.0,11304.078547467321,4897.719702250544,3150.0,1752.0,3126.0,8465.0,4.0,72.0,13.648528099910795,26.99228791773779,15.012853470437019,26.786632390745503,72.53641816623822,0.03427592116538132,0.6169665809768637,1
66,Alabama,Winston County,1133965501,24484,10163,16.248684784660888,49222.57142857143,4,1,414.8834686256207,1337.0,666.0,19554.54143668041,1033.3815252846618,5299.0,4333.0,23409.0,115.0,60.0,639.0,6.553183115221883,21.642705440287536,17.69727168763274,95.60937755268746,0.46969449436366606,0.24505799705930403,2.609867668681588,1
67,Alaska,Aleutians East Borough,2013000100,3141,553,15.3733528550512,77941.0,0,0,458.28236439488,111.0,198.0,2950.49812046955,1226.46621293196,371.0,155.0,660.0,219.0,1130.0,385.0,35.80470162748644,11.811524992040752,4.934734161095192,21.012416427889207,6.972301814708691,35.97580388411334,12.257242916268703,0
68,Alaska,Aleutians West Census Area,2016000100,5561,1212,11.884546636876877,79297.0,1,1,434.22679804171673,70.0,193.0,3408.5282095939,1190.089609611016,815.0,193.0,2004.0,332.0,1606.0,726.0,15.924092409240926,14.65563747527423,3.4705988131631003,36.03668404963136,5.970149253731343,28.879697896061856,13.055205898219743,1
69,Alaska,Anchorage Municipality,2020000101,291826,107332,9.560027571970593,99590.41818181818,17,5,13336.51903017578,9280.0,6206.0,89739.07318030923,631.2292129207735,75786.0,21139.0,192498.0,16226.0,23580.0,22061.0,5.782059404464652,25.969584615490053,7.243700013021457,65.9632794884623,5.560162562622932,8.080157354039736,7.5596417043032496,1
70,Alaska,Bethel Census Area,2050000100,17013,4651,25.773537192664765,58649.0,2,2,6780.131421125882,1796.0,2573.0,13260.36347401361,8746.7404635487,6218.0,1041.0,1894.0,65.0,160.0,181.0,55.32143625026876,36.54852171868571,6.118850290953977,11.132663257508964,0.38206077705284197,0.9404572973608418,1.0638923176394521,1
71,Alaska,Bristol Bay Borough,2060000100,997,423,5.79374275782155,98472.0,0,0,116.44325183309,19.0,33.0,995.568555769327,561.399594309631,225.0,83.0,481.0,0.0,8.0,24.0,7.801418439716312,22.567703109327983,8.324974924774322,48.24473420260782,0.0,0.802407221664995,2.4072216649949847,0
72,Alaska,Denali Borough,2068000100,1826,806,16.9499310978411,102500.0,0,0,604.249838098692,36.0,21.0,1826.00001354376,1825.55325787515,411.0,137.0,1637.0,10.0,19.0,42.0,2.6054590570719602,22.508214676889377,7.502738225629792,89.64950711938664,0.547645125958379,1.04052573932092,2.3001095290251916,0
73,Alaska,Dillingham Census Area,2070000100,4847,1563,16.82814223146745,61640.0,1,1,1525.178067911566,375.0,544.0,4073.78214689189,2461.5217702655186,1595.0,367.0,878.0,11.0,32.0,101.0,34.804862444017914,32.906952754281,7.571693831235817,18.11429750361048,0.22694450175366207,0.6602021869197442,2.0837631524654427,1
74,Alaska,Fairbanks North Star Borough,2090000100,97581,36441,8.655962193659127,86370.36842105263,5,2,7544.183951794081,2529.0,1560.0,69362.39825076565,5178.253665690886,25001.0,6375.0,75175.0,4423.0,2591.0,5651.0,4.280892401415987,25.620766337709185,6.533034094752052,77.03856283497812,4.5326446746805225,2.6552300140396183,5.791086379520603,1
75,Alaska,Haines Borough,2100000100,2508,1149,9.03590157321501,76719.0,0,0,252.939167372217,79.0,73.0,1479.1311125458,518.849577484726,499.0,345.0,2086.0,10.0,14.0,47.0,6.353350739773717,19.896331738437002,13.75598086124402,83.1738437001595,0.3987240829346092,0.5582137161084529,1.8740031897926632,0
76,Alaska,Hoonah-Angoon Census Area,2105000200,2150,913,11.205435537223831,63672.0,1,1,669.2987423135718,112.0,241.0,2149.9999904992596,2136.90478780445,424.0,288.0,1014.0,8.0,12.0,77.0,26.396495071193865,19.72093023255814,13.395348837209303,47.16279069767442,0.37209302325581395,0.5581395348837209,3.5813953488372094,1
77,Alaska,Juneau City and Borough,2110000100,31275,12187,8.549282325107827,111953.5,0,0,613.4908257324007,1030.0,1127.0,20058.809433195187,157.0383657965781,7336.0,2635.0,21814.0,279.0,1919.0,1588.0,9.247558874210224,23.456434852118306,8.425259792166267,69.74900079936052,0.8920863309352519,6.135891286970423,5.0775379696243,0
78,Alaska,Kenai Peninsula Borough,2122000100,55400,22161,12.678392998182716,81176.38461538461,3,3,4359.024780298326,2090.0,1435.0,45782.761567322676,8785.386759936217,13111.0,6276.0,46857.0,269.0,631.0,1641.0,6.4753395604891475,23.666064981949457,11.328519855595667,84.57942238267148,0.4855595667870036,1.1389891696750902,2.9620938628158844,1
79,Alaska,Ketchikan Gateway Borough,2130000100,13477,5305,10.375973319453017,85370.5,1,0,54.03678460905843,787.0,601.0,4731.894814882792,38.7106578040053,3227.0,1367.0,9176.0,78.0,943.0,538.0,11.328934967012252,23.944498033687022,10.143206945165838,68.08636937003784,0.578763819841211,6.997106180900794,3.991986347109891,0
80,Alaska,Kodiak Island Borough,2150000100,13592,4630,10.053045057905832,87142.2,0,0,1560.372629699476,403.0,411.0,7300.996733091468,1632.78270089711,3894.0,915.0,7522.0,92.0,2660.0,996.0,8.876889848812095,28.649205414949968,6.731901118304886,55.34137728075338,0.6768687463213655,19.570335491465567,7.3278399058269565,0
81,Alaska,Kusilvak Census Area,2158000100,7459,1745,40.4516445753559,35354.0,1,0,0.0,0.0,0.0,4691.05934971816,1562.47399266714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
82,Alaska,Lake and Peninsula Borough,2164000100,1631,553,15.8857979502196,48984.0,1,1,678.56557142083,102.0,201.0,1630.99999340266,1630.98045665156,492.0,127.0,380.0,9.0,6.0,43.0,36.34719710669078,30.16554261189454,7.786633966891478,23.298589822194973,0.5518087063151441,0.3678724708767627,2.6364193746168,1
